Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad
Los Angeles,Latin (Origen: spanish pop),Canción,Mónica,2010,6mEuHPSdb4jlaNC52sEb7b,75vcvfORa4otql73VM8txK,0
Los Angeles,Latin (Origen: spanish pop),Canción,¿Has Amado Alguna Vez?,2010,7y9K9UZVfTDPCVBtzEr1B7,75vcvfORa4otql73VM8txK,0
Los Angeles,Latin (Origen: spanish pop),Canción,Abre tu Ventana,2010,4fRunoCryXDEHEcqejx9kb,75vcvfORa4otql73VM8txK,0
Los Angeles,Latin (Origen: spanish pop),Canción,98.6,2010,0wrpTphF6w9SJ2WpHQufsD,75vcvfORa4otql73VM8txK,1
Michael Marc,Latin (Origen: spanish pop),Canción,Knockin' On Heaven's Door (Bob Dylan / Guns n Roses - Instrumental),2010,3lXRYfANlyQAEkPhTKWcgQ,0TfmOq6SalVkpHy1HVizCd,25
Los Angeles,Latin (Origen: spanish pop),Canción,Evolución,2010,1IiHcScDSvTPWw1JTnATCl,75vcvfORa4otql73VM8txK,1
The Brisks,Latin (Origen: spanish pop),Canción,Pepe Será Papá,2010,30BsmKKRY6ekVs9Ihcj0Z1,53w3lbk9OTgg3utRGdRntL,9
Michael Marc,Latin (Origen: spanish pop),Canción,Ain't No Sunshine (Bill Withers - Instrumental),2010,4RKV0BB01f8Uzpp8D1lGac,0TfmOq6SalVkpHy1HVizCd,24
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Todo Tiene Su Fin (Spanish Pop),2010,4R5w4foRFxiyt9xRsNmSZI,34FRjQgzXPIYpO0XmagPX0,10
Reik,Latin (Origen: spanish pop),Canción,Noviembre Sin Ti,2010,1HGoJsL1fukNvcGodMa65K,1QOVPH6w0xGNyZF2KPIzEd,32
The Brisks,Latin (Origen: spanish pop),Canción,"María Cristina ""Con la Droga No""",2010,04OuuWjWyydxGM0BRD8Sbp,53w3lbk9OTgg3utRGdRntL,4
Miss Caffeina,Latin (Origen: spanish pop),Canción,N=1,2010,3hF4gQLaQCw3kVGqXE1GLS,4jrxwE2NqPv9FmFJylPeH5,23
Maga,Latin (Origen: spanish pop),Canción,Sal y Otras Historias,2010,1FTTdwQbPW0LzirXGedGm4,3PbUrZ3EFTzP011u6n8q4A,24
Amaia Montero,Latin (Origen: spanish pop),Canción,Chiquitita - Spanish Version,2010,1pxONouV0aTwiM5FeQQdvH,20j5ttGPiospy77dO2811f,48
Fi-Asko,Latin (Origen: spanish pop),Canción,Poder Popular - De Mundo Rural,2010,1YpZgNoyC6XAWGFCF6oCL8,1rWJGJnoPvRnhTTfL5e1dv,27
Poncho K,Latin (Origen: spanish pop),Canción,El Ultimo Sol,2010,3obMV3pTiGgxbO9KaVotMt,3I1gtM7Npq24aBfGmLkfuV,32
Poncho K,Latin (Origen: spanish pop),Canción,Una Historia Con Las Manos,2010,4uVJ7tzpl4k4hWOMuMngEF,1l1N1jeZyjENtK8YFoxIRE,21
Nelly Furtado,Latin (Origen: spanish pop),Canción,Lo Bueno Siempre Tiene Un Final,2010,63kN5BGaS9zr5dBR6uUd8s,1OOabdC8rh1cOFMfRmPyOp,31
Spanish Guitar,Latin (Origen: spanish pop),Canción,Sultans Of Swing,2010,24J6RA19TJfTH2XL55ou6u,5GsSjGfHLLk0lmBwcQcbpj,18
Lori Meyers,Latin (Origen: spanish pop),Canción,Enhorabuena Eres El Que Tiene Más,2010,2OiLRoB1W9EgNgQ3NLPZOf,1Wi1sETJXV9JCa5KycSuBA,12
Thorleifs,Latin (Origen: spanish pop),Canción,Spanish Eyes,2010,3fHxlgZ2bxJEQwBjoJ2bPP,2UCzuzQZQgaxqscl0dPsSG,10
Willie Bobo & His Orchestra,Latin (Origen: spanish pop),Canción,Spanish Grease,2010,3KBsncdf4nNAoDWKPlovQ4,0pY2dmCVzmmS8R0lP2uY5K,5
Spanish Harlem Orchestra,Latin (Origen: spanish pop),Canción,Como Baila Mi Mulata,2010,317kfYv0kfY8YQUBW6kglx,6APptXUs4Fww2xxIYZ5zKK,18
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Summertime Girl (Spanish Pop),2010,6eDLGzfCgcIHHW2YzZFkEe,34FRjQgzXPIYpO0XmagPX0,1
2 minutos,Latin (Origen: spanish pop),Canción,Cabeza de limón,2010,1T0NL18dUEk23y1QgRERK0,5ak3UleVbbRDoLwUS8Nxui,28
Charo,Latin (Origen: spanish pop),Canción,Lo Nuestro Se Acabó,2010,1NS9xyZh7BuDlVlTgwLadk,2gSFWPqXo73QisLT5NbmPG,1
The Brisks,Latin (Origen: spanish pop),Canción,Bad Moon Rising,2010,0MqHNONUrgIm6ofG3Mbvck,0CEDeyZ1741U3nn0PN7S85,0
Los Ébora,Latin (Origen: spanish pop),Canción,Válgame la Macarena,2010,2xSWATSrLnxJz7znQzky49,63KKeQkPW0FD9TGF2zy4Mb,0
Los Ébora,Latin (Origen: spanish pop),Canción,Presumida,2010,63zoCk7Hr77DY5zbyiDrUY,63KKeQkPW0FD9TGF2zy4Mb,0
Antonio Machín,Latin (Origen: spanish pop),Canción,Tengo una Debilidad (1951),2010,3MURju3sdmvcp8gCoUU55B,6LtRGhk19TXrG6BwF1zqHo,0
Banda Aca,Latin (Origen: spanish pop),Canción,Jesahel - Spanish,2010,1VS2ZXiN50tEbZ6pAEuUq2,3skRykA8bcUY0kPpDuJlhu,2
Los Ébora,Latin (Origen: spanish pop),Canción,Popotitos,2010,0QtwrmzfCmh9Z2t89cI3Uq,63KKeQkPW0FD9TGF2zy4Mb,0
The Brisks,Latin (Origen: spanish pop),Canción,Popotitos,2010,2886VQXKtSZrNbGPNZY1XC,0CEDeyZ1741U3nn0PN7S85,0
Charo,Latin (Origen: spanish pop),Canción,Todo Me Recuerda A Tí,2010,00WQF2Ks971wJ1COfclYEL,1wJWTOUYvZUf69ii6KeHkq,0
Charo,Latin (Origen: spanish pop),Canción,Hoy Sigues Estando Aquí,2010,5gtIUuSX7ZaTqvGhDU2Qx0,2gSFWPqXo73QisLT5NbmPG,0
Charo,Latin (Origen: spanish pop),Canción,Sólo Tú,2010,3YuiyF905l4U74uP4y7yoN,1wJWTOUYvZUf69ii6KeHkq,0
Charo,Latin (Origen: spanish pop),Canción,Hacia Ningún Lugar,2010,5yQSQoCA3XTqZhwYwl274W,2gSFWPqXo73QisLT5NbmPG,0
Charo,Latin (Origen: spanish pop),Canción,Por Tí,2010,4BSuLHnquqgDwCCfDyhKRk,2gSFWPqXo73QisLT5NbmPG,1
Michael Marc,Latin (Origen: spanish pop),Canción,Gymnopedie #1 (Erik Satie),2010,3hoQDBWZBhTHszkTnvluKq,7r9xDXjAuK3mDY6GzZhZ3j,6
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Con Tu Amor (Spanish Pop),2010,42s77DxrNLXzLWKK9WbNgP,34FRjQgzXPIYpO0XmagPX0,0
Michael Marc,Latin (Origen: spanish pop),Canción,Danny Boy (Irish Traditional),2010,3oesII0XoQjkHO7FeFqsq9,7r9xDXjAuK3mDY6GzZhZ3j,13
Nelly Furtado,Latin (Origen: spanish pop),Canción,Manos Al Aire - Best Of Version,2010,1YWfSvPyRVv6C3Kq2a9ysV,472G6dTzOLZxPoBWvH5atQ,5
Felipe Conde,Latin (Origen: spanish pop),Canción,Echo de Menos (Spanish Pop),2010,1BZRwolevmiiDAKAsUTBzX,1PhIFGNj6lRsbcLXoHxY8g,0
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,30 Años Después (Spanish Pop),2010,0eFBqZz1z9WM1kQaUGMdKZ,34FRjQgzXPIYpO0XmagPX0,0
Michael Marc,Latin (Origen: spanish pop),Canción,Aphrodite (Original Composition),2010,3qJhufnCKide8VN9mxWzIl,7r9xDXjAuK3mDY6GzZhZ3j,7
Nelly Furtado,Latin (Origen: spanish pop),Canción,Fotografía - Duet With Juanes,2010,5aOGzM5SyTexiDzWcY7WjG,1OOabdC8rh1cOFMfRmPyOp,7
Bulldog,Latin (Origen: spanish pop),Canción,Cementerio Punk,2010,4Dh5TroTXJHxfN1oAMbVsy,1Mby0Orwj1yTbldgZ7FTgn,15
Nelly Furtado,Latin (Origen: spanish pop),Canción,Te Busque - Spanish Version,2010,5c9m0DqFEjU5oaP72jDDHt,3JNOWU5SDkOeo24H6jHyUV,3
Michael Marc,Latin (Origen: spanish pop),Canción,Tenderly (Louis Armstrong Cover),2010,0Hm0cGqekU7lfpxS7dqIRb,7r9xDXjAuK3mDY6GzZhZ3j,7
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Cuando Te Espero (Spanish Pop),2010,0O3z1yyNU1yqXDTPijelhU,34FRjQgzXPIYpO0XmagPX0,0
Módulos & Los Iberos,Latin (Origen: spanish pop),Canción,Mañana (Spanish Pop),2010,6tFINhBMrpSAhtJlxzPrp0,34FRjQgzXPIYpO0XmagPX0,0
Bulldog,Latin (Origen: spanish pop),Canción,Mas que diez,2010,5Q31cJ3oZuvZYUaA3MdtHQ,1Mby0Orwj1yTbldgZ7FTgn,26
Michael Marc,Latin (Origen: spanish pop),Canción,What a Wonderful World (Louis Armstrong Cover),2010,77Hni6l1xgHiEYw38W5wNu,7r9xDXjAuK3mDY6GzZhZ3j,24
Nelly Furtado,Latin (Origen: spanish pop),Canción,Manos Al Aire - Best Of Version,2010,5c83v9ofBkl5tvWFSTjmli,1OOabdC8rh1cOFMfRmPyOp,10
Expulsados,Latin (Origen: spanish pop),Canción,El Otro,2010,79tGkWqtSBKgwgC2xwsqLA,08pE5qhZHO6UdxHp81GjXp,25
Michael Marc,Latin (Origen: spanish pop),Canción,September in the Rain (Frank Sinatra Cover),2010,7KekPWBMs2DNeWPGSelSXv,7r9xDXjAuK3mDY6GzZhZ3j,6
Michael Marc,Latin (Origen: spanish pop),Canción,Michelle (Beatles Classic),2010,4fT1irWmSyVirLT3nzlVIj,7r9xDXjAuK3mDY6GzZhZ3j,16
Michael Marc,Latin (Origen: spanish pop),Canción,Black Orpheus (Manha De Carnaval),2010,5Cb8FCXOYVK6p571vzMbJa,7r9xDXjAuK3mDY6GzZhZ3j,14
Nelly Furtado,Latin (Origen: spanish pop),Canción,Fotografía - Duet With Juanes,2010,6kQvAQSLcwv52vJ0JSTtq9,3JNOWU5SDkOeo24H6jHyUV,3
Ryan Paris,Latin (Origen: spanish pop),Canción,Yo Quiero Amarte Una Vez Más - Spanish Version,2010,1oiUgG4ECcS6c1gvYbqVSy,0E98pWsHNzi1jLR7FZzAMW,14
Nelly Furtado,Latin (Origen: spanish pop),Canción,Manos Al Aire - Best Of Version,2010,4n5M9EkFG5vflTwUhZwyiV,3JNOWU5SDkOeo24H6jHyUV,3
Michael Marc,Latin (Origen: spanish pop),Canción,On a Clear Day (You Can See Forever),2010,76xXaJIRYSfVOlh4JhujOV,7r9xDXjAuK3mDY6GzZhZ3j,14
Michael Marc,Latin (Origen: spanish pop),Canción,I Shot the Sheriff (Eric Clapton - Instrumental),2010,62oWimGaVedU59Usz5efjq,0TfmOq6SalVkpHy1HVizCd,12
Michael Marc,Latin (Origen: spanish pop),Canción,Dindi (Bossa Nova - Antonio Carlos Jobim Cover),2010,3dmQg3R88cHu5Z2mOVxlXu,7r9xDXjAuK3mDY6GzZhZ3j,12
Michael Marc,Latin (Origen: spanish pop),Canción,Take Five (Paul Desmond/Dave Brubeck - Instrumental),2010,1p0RqLXeZjhakOPb3JNjFm,0TfmOq6SalVkpHy1HVizCd,16
Michael Marc,Latin (Origen: spanish pop),Canción,All Along the Watchtower (Bob Dylan / Jimi Hendrix - Instrumental),2010,4hMykzKU1vKPpP9UOfyKEi,0TfmOq6SalVkpHy1HVizCd,16
Fidel Nadal,Latin (Origen: pop latino),Canción,Te Robaste Mi Corazón,2010,5fzXA437Mj45Tl5NgXeeq7,2tmdMhMxeLkpn4X1LgNhht,44
Fangoria,Latin (Origen: pop latino),Canción,La pequeña edad de hielo,2010,5a0yyl2fx54UdykpCcdPP0,0vXfXbi5tbN5JmsuhyDkv2,22
Joey Montana,Latin (Origen: pop latino),Canción,No Lo Vuelvo Hacer,2010,6nMwQPaXBb4XZ2o70VMPoL,10BqbyvQvltaEwWr9I67l8,29
Fanny Lu,Latin (Origen: pop latino),Canción,Celos - Urban Remix,2010,2EgdSaa1pFEOJiy1TerN0Y,3TqLvZ0wbslp9iEI1yrkh1,44
Mohombi,Latin (Origen: pop latino),Canción,Bumpy Ride,2010,5da4ILcukMSPDTy07kJEom,3IN02i6ZWeTniRRGKDA8cP,32
Dragon & Caballero,Latin (Origen: pop latino),Canción,El Toque del Amor,2010,0f02sNtLDZABCxEm6xEsni,3pdBHYmb4RIIRNS4IWzI7z,36
Pitbull,Latin (Origen: pop latino),Canción,Tu Cuerpo,2010,5QqCTlzMOfEHVBnK7dlqIq,0kv3Rm7PODqJBQaVJiezuB,28
Julieta Venegas,Latin (Origen: pop latino),Canción,Un Lugar,2010,3WJ5U8zAoMykeKmtoRnC8k,7rrYlu3nL2ZfW7RR9tSDMO,30
Cristian Castro,Latin (Origen: pop latino),Canción,Gracias,2010,1JfC6vNicN1gAsRq8dW0qQ,5s1szSS0a2V9biUld0YdNK,41
Julieta Venegas,Latin (Origen: pop latino),Canción,Eterno,2010,4oHcB5ick6RCUxvNRmMh5D,7rrYlu3nL2ZfW7RR9tSDMO,27
Gloria Trevi,Latin (Origen: pop latino),Canción,Me Río De Ti,2010,0PHUkVioMjKaVt6NzAnJY1,3VKmYt76riVBLx2chYLmxy,25
Carlos Baute,Latin (Origen: pop latino),Canción,Cuando tú no estás,2010,0FtF3FgWTJRCPfQczvXTTw,3uJvUZtp7RsrynInx3q3RZ,17
Katherine Plump,Latin (Origen: pop latino),Canción,Las Flores,2010,4Syzs40dOrUsPy0ctNeaJ1,2oaNDzOfn3nUlGL1I4Q8xM,30
Julieta Venegas,Latin (Origen: pop latino),Canción,Otra Cosa,2010,6hPm02cJEGHhPnq0OL8Mja,7rrYlu3nL2ZfW7RR9tSDMO,30
Anna Carina,Latin (Origen: pop latino),Canción,Cielo sin luz,2010,2jV2SxvvdfaySG2ee5Yf2y,29fqb5h7bxJLbooxymuONh,16
Juanes,Latin (Origen: pop latino),Canción,Nada Valgo Sin Tu Amor,2010,64Woan07VxDc3jTtrv2Vx5,0xkmSEWd3mwqJL97YkoaXF,12
Difuntos Correa,Latin (Origen: pop latino),Canción,El Tiempo En Las Bastillas,2010,4kdMRXEPC0f5zMvxhD7gNY,4q2WVmz8CoYsHFKdrmrfq3,46
Cristian Castro,Latin (Origen: pop latino),Canción,Mi Niña,2010,0Lj4dNX0SYwRKpp5j9ApOJ,5s1szSS0a2V9biUld0YdNK,32
Julieta Venegas,Latin (Origen: pop latino),Canción,Duda,2010,72W71rgDznXl8ChpK4dbR7,7rrYlu3nL2ZfW7RR9tSDMO,28
Chayanne,Latin (Origen: pop latino),Canción,Besos En La Boca (Beijar Na Boca),2010,62f9Gum7v5zVfAalyHHXNJ,2Z1OKCVyqJ1lMHTU612E07,31
Joe Cuba,Latin (Origen: pop latino),Canción,Do You Feel It - Remix,2010,35ootwCWYWgXGZvMEHD5Yo,6ASbD8V7a0YZpvlnbnkMh6,23
Ariana Grande,Latin (Origen: pop),Canción,Popular,2024,3i8fIJNV0yuC4kXT3SkVBZ,3JUrJP460nFIqwjxM19slT,78
Falling In Reverse,Latin (Origen: pop),Canción,Popular Monster,2024,4myFsmx2v6znDOJfn3IkbD,2knEuvsxqHMAoxlQpIdpQD,74
Siloé,Latin (Origen: pop),Canción,Reza por Mi,2024,1Ye4x0Nfob10Liwl4FnlUc,5hQTs3KdLxOizj5QtQAp43,58
Fuerza Regida,Latin (Origen: pop),Canción,COQUETA,2024,1PREzVLuDT6PSE9sej4wnV,5utxE1ImIDJFXRHf137hoy,88
Dua Lipa,Latin (Origen: pop),Canción,Houdini,2024,6D8y7Bck8h11byRY88Pt2z,1Mo92916G2mmG7ajpmSVrc,82
Dani Fernández,Latin (Origen: pop),Canción,Todo cambia,2024,3DJJt0SVDtnqTVgfAWbvjG,4cAjvCWbcfaDhuiJxew1Sw,62
Luis Cortés,Latin (Origen: pop),Canción,"Sin Ti, Sin Mí",2024,3CoEhB6cXUK1dUYhRD5sYr,5NnzNB0AxlbovCJyxF85jg,60
Chappell Roan,Latin (Origen: pop),Canción,"Good Luck, Babe!",2024,0WbMK4wrZ1wFSty9F7FCgu,1WAjjRMfZjEXtB0lQrAw6Q,90
Antoñito Molina,Latin (Origen: pop),Canción,Me Prometo,2024,6ERLCmirzUaVP9pYvr97VE,7xJ5loHiBl8Owv8Sdpcdpy,62
Gracie Abrams,Latin (Origen: pop),Canción,That’s So True,2024,7ne4VBA60CxGM75vw0EYad,0hBRqPYPXhr1RkTDG3n4Mk,91
Dani Fernández,Latin (Origen: pop),Canción,Me has invitado a bailar,2024,0JJw1ghkoEu3Yat1uOSjAE,2dtz3wrC1FrShzjLEy6xDp,60
Dani Martín,Latin (Origen: pop),Canción,El Último Día de Nuestras Vidas,2024,7FsLgY5IhQ1odCY8NAJBfF,4z0e3892fwI3YfdHL2k5BQ,61
ROSÉ,Latin (Origen: pop),Canción,APT.,2024,5vNRhkKd0yEAg8suGBpjeY,2IYQwwgxgOIn7t3iF6ufFD,89
Dua Lipa,Latin (Origen: pop),Canción,Training Season,2024,5b5cPscqVEMChvDqscVw26,1Mo92916G2mmG7ajpmSVrc,82
Luis Cortés,Latin (Origen: pop),Canción,ME DUELE QUERERTE,2024,2qKSmJppHxdzidqeVSvHJk,2ZNRulppaPeTOfNRbaRmWc,63
Marta Santos,Latin (Origen: pop),Canción,Contigo,2024,5Txf0ApheFvyRr1s4DxMb5,3f9adgFbEoT4p73iJTP41t,61
Pepe y Vizio,Latin (Origen: pop),Canción,Qué Bonita Eres,2024,7bcRUeQ13L0gIWJyxNwUCR,7iOg5DBcyEJUPSBF9ItIqc,59
iñigo quintero,Latin (Origen: pop),Canción,El Tiempo Que Paso Contigo,2024,48ikKqBYGbNApD8bEJCamc,3HUdg4OZNjJAlgYRxrg31A,65
Shakira,Latin (Origen: pop),Canción,Soltera,2024,3OJDtCdYs8QJnui708tEU3,0VRb8B2ls0GDEfmKiL8FWJ,80
Luis Cortés,Latin (Origen: pop),Canción,AL ALBA,2024,48gfUjITHQLHuRnnNVNUzJ,2ZNRulppaPeTOfNRbaRmWc,63
Camilo,Latin (Origen: pop),Canción,Una Vida Pasada,2024,2mLTxNa0bwZX8eNBsuODLX,1IwCEfVYg8KlEankYmqeP7,78
Carlos Ares,Latin (Origen: pop),Canción,Peregrino,2024,1TsBj3J4sVPO5KeydxbhD1,0SeDqeZyGYdkNPXChFJ8xJ,64
Aitana,Latin (Origen: pop),Canción,Akureyri,2024,5ELjObPQmX3gG06NukBFzr,4y9gHmuFooWHYOnDmSXcjN,68
Billie Eilish,Latin (Origen: pop),Canción,BIRDS OF A FEATHER,2024,6dOtVTDdiauQNBQEDOtlAB,7aJuG4TFXa2hmE4z1yxc3n,95
Luck Ra,Latin (Origen: pop),Canción,La Morocha,2024,6vRQqxOhUFd78p5tL8jXr7,3X0T1blaMiY2aev0wrbK1G,72
AKRIILA,Latin (Origen: latin pop),Canción,POPPER!,2024,41P9Z83VHtkpVYfpmDlkAA,3x6Ske6l38f2tclsOBywWv,53
Alleh,Latin (Origen: latin pop),Canción,el ingeniero,2024,3Qu8oa0nqMwRNWt0Tdzkpo,18Fki3SqVPkAlPosQoQe5L,30
Julieta Venegas,Latin (Origen: latin pop),Canción,A Donde Va El Viento,2024,56fgrIPr54E85K98kmgqwy,3qij28yM7ARubnZJrSqmpa,68
Camilo,Latin (Origen: latin pop),Canción,Una Vida Pasada,2024,7y91nQBMhyeHWTn9wVvhKl,3hc06uuIEsjOu8CwOumEbd,68
Luck Ra,Latin (Origen: latin pop),Canción,HOLA PERDIDA,2024,10eRgZUM59q2G5ogpztSeL,1CoW3JLanCH9BjdttRNjIl,63
Sevdaliza,Latin (Origen: latin pop),Canción,Alibi (with Pabllo Vittar & Yseult),2024,5496lks6V3fh1mZAB6IAap,2m0euKZUDcoyEXHIS5MFCq,77
Bad Gyal,Latin (Origen: latin pop),Canción,Pop Pop,2024,3lt11YYMKgELxR0aTxSLnO,14IBdTrbCCeHRZgTATdgRd,43
Darell,Latin (Origen: latin pop),Canción,Lollipop - Remix,2024,1S2WWT5jW9J3MauQ7r7qN4,7n9GeVtUUEc619yiyhT9AR,58
Victor Valverde,Latin (Origen: latin pop),Canción,El Mayor de los Ranas,2024,5E3T0hZ77NXXUtXJocRIOc,6Q3K1pFpo5jX2AYrWs9q4h,78
Rvfv,Latin (Origen: latin pop),Canción,RUEDA,2024,5QNuLdEi6dQt0Rr9jmI2SD,4ASAFxOzKAivUFqMoLoI5t,53
Emilia,Latin (Origen: latin pop),Canción,La_Playlist.mpeg,2024,0Cs2ANiGsCOQLKnCrNJ6hA,4hrs3KFCvbn6OWadD2qio4,62
Greeicy,Latin (Origen: latin pop),Canción,A Veces A Besos,2024,6AQgrZrFu1xfuAmbyXmKAE,63JayllHAHJ5N3auAorY2w,66
Shakira,Latin (Origen: latin pop),Canción,Puntería,2024,2dYXrWkNO40NXy2Q3IYLRc,3fonA82Hl7huJiQCwKkzGA,63
TINI,Latin (Origen: latin pop),Canción,el cielo,2024,2otAnGaeFFFeIDV8nbu5uA,4B4pbYnJhKVPT2wuuwp0Pk,67
Luis R Conriquez,Latin (Origen: latin pop),Canción,Si No Quieres No,2024,1C84d9abZVKWHT2YYpoean,6WkOBnYkj6y5iSr14uhUZF,79
Emilia,Latin (Origen: latin pop),Canción,noviogangsta <3,2024,7yrTny7FLWLbfIzsxoicWj,0qLXwwUPYR7o3ZcVQFdKlQ,63
TINI,Latin (Origen: latin pop),Canción,posta,2024,60Mgo3LnlAMy7TzhvVZUHA,3wOG84RkmoSoeN3LKkxXga,55
Kany García,Latin (Origen: latin pop),Canción,De Bien a Mal,2024,2TweCNUiC4VVceGtQ5LuTc,1nwWnsVZSWIpMebokmGwdo,65
Manuel Turizo,Latin (Origen: latin pop),Canción,A Nombre Tuyo,2024,3fHOgRvHga05gjeFOzFjSR,3w4tn0BuFHNjiqGMevGaz9,59
Nicky Jam,Latin (Origen: latin pop),Canción,CALOR,2024,5g54T6doN39ejttzpz0uq1,0leCm7DasgqP70lhOVeXyU,74
Luck Ra,Latin (Origen: latin pop),Canción,HOLA PERDIDA REMIX,2024,2FqTbwiogEVvZnkarPf5BV,5s4gYQChmlp8YwoNj3Vwi2,63
Luck Ra,Latin (Origen: latin pop),Canción,QUE ME FALTE TODO,2024,1TyBUtMxdmRfXhW3MmbxtQ,3X0T1blaMiY2aev0wrbK1G,68
Joana Santos,Latin (Origen: latin pop),Canción,LA RIZOS - Respuesta (Dime si le comento a la luna),2024,0gv7ZRP9NhCxL4x9Vl76GJ,2mhXw9LJW77WyJqmnPPoTq,50
Greeicy,Latin (Origen: latin pop),Canción,A Veces A Besos - Remix,2024,5s6wqK03tr6rzkT9qMFB1D,6GQ6dTqETHVhICdGUoFbjf,68
Aitana,Latin (Origen: latin pop),Canción,4TO 23,2024,6zB8TVWUZpQ2UWRxFT1BrI,7HQRMSvgVrlVCxM4k0XdXg,59
Abraham Mateo,Latin (Origen: latin pop),Canción,Tienes Que Saber,2024,2Y9xXXMWqETUfonJjXP25k,5J1PllZ3mFwWYDm7xp8vo5,52
Abraham Mateo,Latin (Origen: latin pop),Canción,HOY TENGO GANAS DE TI,2024,27AycGPhBPGCc6YnTZTaSh,4y5leWM7OukafuPcBHrvtx,50
Manuel Turizo,Latin (Origen: latin pop),Canción,Sigueme Besando Asi,2024,5Pe01pJteufOjmf7KZeFJB,5MPSuZogYylwnlEZLNN12f,62
C Marí,Latin (Origen: latin pop),Canción,Contacto,2024,7omr30ct5eLmTVhYwLtuM8,4PHBAC9jNy6iySQlT5Aqfp,52
Enrique Iglesias,Latin (Origen: latin pop),Canción,ASI ES LA VIDA,2024,33ggWc1Nai6fcNb2qM4lJ7,5LHd4piJoHcz4CXhjsFKxx,59
Abraham Mateo,Latin (Origen: latin pop),Canción,Maníaca,2024,2i2vRYY1K2t5vQjXRop7tE,2zwuaAuKxwrYX0MXSJQQmB,56
Oscar Maydon,Latin (Origen: latin pop),Canción,Tu Boda,2024,1cOboCuWYI2osTOfolMRS6,60cQzWfmdg4hyDXrpW6kOA,83
Abraham Mateo,Latin (Origen: latin pop),Canción,Bailarina,2024,3MTzCXM4r6yTOLhiuIaRfh,2zwuaAuKxwrYX0MXSJQQmB,58
Antonio José,Latin (Origen: latin pop),Canción,Ya Se Me Olvidó,2024,4lWPOnjb7hY4FJkgMWgz99,1d0qMWwdd29xFsvbZtKBQM,52
Luck Ra,Latin (Origen: latin pop),Canción,Ya No Vuelvas (Versión Cuarteto),2024,0u6JsFiEEXb6kaF0oqyeFi,3X0T1blaMiY2aev0wrbK1G,69
Ana Mena,Latin (Origen: latin pop),Canción,La Razón,2024,3CmSv76KDKsvtiyrdgHZHH,1BfH1Sen3V361yL4Yck3Rg,54
Omar Montes,Latin (Origen: latin pop),Canción,EL PANTALON - RUMBAS,2024,7CsOowK8aWlxgjuZLW7pXA,4hzbSxExXzavyIJGmqQb5q,54
Peso Pluma,Latin (Origen: latin pop),Canción,HOLLYWOOD,2024,5GTBdEjZe7zEDp1N0eCZE4,5kvw1bAOvzJdNi4hdgfaNf,82
Fuerza Regida,Latin (Origen: latin pop),Canción,ME JALO,2024,3D24ErT1MMmUfXWotSj2A2,5utxE1ImIDJFXRHf137hoy,85
Camilo,Latin (Origen: latin pop),Canción,PLIS,2024,2uei5EK0iBwbjEKwoX6j5p,1IwCEfVYg8KlEankYmqeP7,64
Manuel Turizo,Latin (Origen: latin pop),Canción,Sigueme Besando Asi,2024,6e0EEqNDhwPcP8yl2BZ8tA,3w4tn0BuFHNjiqGMevGaz9,63
Love of Lesbian,Latin (Origen: latin pop),Canción,La hermandad,2024,0Zso6LrlkwBbd5Lm7PLLsS,6TvFlWWEE9wRbWnFOYOoKp,57
Tiago PZK,Latin (Origen: latin pop),Canción,Piel,2024,6kPCcIAGoTeRrh8qrmKa90,3s6jmSUxBLRxzKdevnFmJS,75
C Marí,Latin (Origen: latin pop),Canción,Contacto,2024,3AviWzZuvrGnfyLowzwCAJ,3qd6CT0MAlcuLUcoCLdIKO,59
Luck Ra,Latin (Origen: latin pop),Canción,HOLA PERDIDA,2024,7JKptWv4YXmievid0HajID,3X0T1blaMiY2aev0wrbK1G,70
Abraham Mateo,Latin (Origen: latin pop),Canción,Quiero Decirte,2024,4Oc1qHsjM4kM0AARvlwSs3,2zwuaAuKxwrYX0MXSJQQmB,71
Camilo,Latin (Origen: latin pop),Canción,La Boda,2024,4vj6sWvmBLMhoF8AWQSeHX,1IwCEfVYg8KlEankYmqeP7,62
Shakira,Latin (Origen: latin pop),Canción,Última,2024,3FEIMzqeq5EXqaMi3mHP6L,3fonA82Hl7huJiQCwKkzGA,66
Carín León,Latin (Origen: latin pop),Canción,Ese Vato No Te Queda,2024,4Ndjd6DhKIC5IPoBIrMQuX,4Z9Ib007Z7ZFmYLfyp2qH9,78
Luck Ra,Latin (Origen: latin pop),Canción,UN SIGLO SIN TI,2024,2AFC9ad4nGauS1cgm7FCqU,4SoT5hvuP9LLXZM2QuV2Pz,59
Camilo,Latin (Origen: latin pop),Canción,No Se Vale,2024,6rrcRnAauncgbCZR6uYVNI,1IwCEfVYg8KlEankYmqeP7,59
Shakira,Latin (Origen: latin pop),Canción,Copa Vacía,2024,3KV9n8QMepWCXI3TkWKeZy,3fonA82Hl7huJiQCwKkzGA,61
